全体通し番号,教科,教科での番号,試験の回数,試験の番号,大項目,中項目,問題,選択肢1,選択肢2,選択肢3,選択肢4,答え,解説
909,東洋医学概論,79,第34回,問題99,6 病理・病証,C. 五臓六腑の病理・病証,次の症例の病証にみられる症状で最も適切なのはどれか。「48歳の男性。胸苦しさがあり、曖気や放屁が多い。毎日夜遅くまで飲酒する習慣がある。」,1. 尿失禁,2. 抑うつ感,3. 手足のしびれ,4. 皮膚のむくみ,2,臓腑病証に関する設問である。「毎日夜遅くまで飲酒する習慣があり、曖気や放屁が多い」ことから、中焦の気機が滞り、上腹部の**腹痛**・**曖気**が起こっていると考えられる。気鬱・気滞は、**脈脇**・**胸悶**・**胸脇部痛**、腹部の**膨満感**があり、気機の鬱結が精神面に影響すると**抑うつ感**が現れる。したがって2が正しい。1：尿失禁は腎気虚（腎気不固）、3：手足のしびれは肝血虚、4：皮膚のむくみは脾・肺・腎の機能失調により、痰湿が停滞することによるものが多い。
910,東洋医学概論,80,第34回,問題100,6 病理・病証,C. 五臓六腑の病理・病証,次の症例の病証でみられるのはどれか。「50歳の男性。炎天下の作業で熱中症になった。1週間後から、不眠、頬の発赤、午後の微熱がみられる。脈は細数を認める。」,1. 息切れ,2. 胖大舌,3. 五心煩熱,4. 胸部の刺痛,3,臓腑病証に関する設問である。熱中症になった1週間後の症状となり、「頬の発赤、午後の微熱がみられ、脈は細数」があることから**陰虚**が考えられる。陰虚の症状は、ほてり・のぼせ、3：五心煩熱、**盗汗**、**頬部紅潮**、**消痩**、**舌質紅**・**舌苔少**・**脈細数**である。したがって3が正しい。
911,東洋医学概論,81,第34回,問題101,6 病理・病証,C. 五臓六腑の病理・病証,次の症例の病証でみられる舌所見はどれか。「28歳の男性。眉間の痛みを伴う頭痛。随伴症状は鼻出血、呑酸、げっぷ、不眠、便秘、食後すぐに空腹感が起こる。脈は滑数、腹は胃脘部の圧痛を認める。」,1. 薄苔,2. 白苔,3. 黄苔,4. 剥苔,3,臓腑病証に関する設問である。眉間の痛みを伴う頭痛があり、鼻出血、呑酸、げっぷ、食後すぐに空腹感が起こることから胃熱が考えられる。滑脈は**痰湿**、**食滞**でみられ、数脈は**熱証**でみられる。3：黄苔は熱証でみられ、黄色が濃いほど熱邪が旺盛であると考えられる。したがって3である。1：薄苔は健康なものや表証など病状が軽いものにみられる。2：白苔で薄白苔は健康なもの、厚白苔は寒証に属するものが多い。4：剥苔は胃気や胃陰の損傷でみられる。
912,東洋医学概論,82,第33回,問題100,6 病理・病証,C. 五臓六腑の病理・病証,次の症例で最も適切な臓腑病証はどれか。「75歳の男性。夜間の頻尿と咳で不眠が続いている。口が乾き、から咳がみられ、腰膝酸軟と盗汗を伴う。舌質は痩、脈は細を認める。」,1. 心腎不交,2. 心肝血虚,3. 肺脾気虚,4. 肺腎陰虚,4,臓腑病証に関する設問である。肺腎陰虚は**肺陰虚**と**腎陰虚**が同時に存在する病証で、腎陰は肺陰を補い、腎陰が不足すると次第に肺陰の不足が起こる。肺陰が損傷すると、次第に腎陰も損傷され、ともに不足する。肺陰が不足すると、**乾いた咳嗽**・痰の量も少なく、虚熱により痰は黄色く粘稠となる。腎陰が不足すると、骨を強くできなくなり、**腰膝酸軟**が起こる。陰虚であり、虚熱の症状（手足心熱・のぼせ・**盗汗**）が起こる。皮膚や口腔を潤すことができないので皮膚の乾燥・**口乾**を伴う。舌は舌質紅・脈数、陰液の不足により舌質は**痩薄**、舌苔少、**脈細**となる。したがって4が正しい。
913,東洋医学概論,83,第31回,問題106,6 病理・病証,C. 五臓六腑の病理・病証,次の文で示す病証の病理で正しいのはどれか。「48歳の男性。3か月前に新型コロナウイルス感染症で30日間入院した。退院後も乾いた咳嗽が続き、粘稠性で黄色の痰が少量出る。また手足がほてり、頬が紅い。」,1. 肺気の不足,2. 風寒の侵襲,3. 陰液の損傷,4. 痰湿の停留,3,病証と病理に関する設問である。乾いた咳嗽が続き、粘稠性で黄色の痰が少量出点ことから**肺**の病証であり、手足がほてり、頬が紅いことから**陰虚**が考えられる。したがって3が正しい。
914,東洋医学概論,84,第31回,問題101,6 病理・病証,C. 五臓六腑の病理・病証,五心煩熱や盗汗がみられるのはどれか。,1. 肝脾不和,2. 心肝火旺,3. 心脾両虚,4. 心腎不交,4,臓腑病証に関する設問である。五心煩熱は手足心熱に胸中の煩熱を伴うものであり、陰虚内熱によって起こる。盗汗は寝汗のことで睡眠中に汗を多くかき、目覚めると止まるもので陰虚によって起こる。心腎不交とは**心腎陰虚**と**心火亢盛**が同時に存在する病証であり、陰液が不足することによって**手足心熱**、**のぼせ**、**盗汗**が起こり、虚熱が強くなると**五心煩熱**、**潮熱**が出現する。したがって4が正しい。
915,東洋医学概論,85,第30回,問題96,6 病理・病証,C. 五臓六腑の病理・病証,気機を上昇させる特性をもつ五志に損傷されやすい臓の症状はどれか。,1. 目のかすみ,2. 不整脈,3. 皮膚の乾燥,4. 歯のぐらつき,1,臓腑病証に関する設問である。気機を上昇させる特性をもつ五志は**怒**であり、損傷されやすい臓は**肝**である。1：目のかすみは肝の症状であり、これが正しい。2：不整脈は**心**の症状であり、誤り。3：皮膚の乾燥は**肺**の症状であり、誤り。4：歯のぐらつきは**腎**の症状であり、誤り。
916,東洋医学概論,86,第27回,問題100,6 病理・病証,C. 五臓六腑の病理・病証,心火亢盛証でみられないのはどれか。,1. 口渇,2. 不眠,3. 舌尖紅,4. 結脈,4,病証に関する問題である。心火亢盛は、心火が亢進したため血や神主を主る機能が失調した病証である。1：口渇は、実熱で津液を消耗し現れるため、誤り。2：不眠は、実熱が心神に影響して現れるため、誤り。3：舌尖紅は、舌尖は心の状態を示し、心火亢盛により赤くなって現れるため、誤り。4：結脈は、脈拍がやや遅く、不規則にとときどき止まるもので、血瘀・寒証・積聚でみられるため、これが正しい。
917,東洋医学概論,87,第30回,問題99,6 病理・病証,C. 五臓六腑の病理・病証,次の文で示す患者の病証の病理で正しいのはどれか。「82歳の男性。半年前に誤嚥性肺炎で1か月間入院した。退院後から腰の痛み、耳鳴り、手足のほてりが出現し寝汗をかようようになった。」,1. 疏泄の失調,2. 運化の失調,3. 肝火の上炎,4. 腎陰の不足,4,臓腑病証に関する設問である。「誤嚥性肺炎」により、肺が損傷され、次第に腎も損傷され、「腰の痛み、耳鳴り、手足のほてり、寝汗」などの虚熱による症状があるため、4：腎陰の不足が正しい。
918,東洋医学概論,88,第29回,問題103,6 病理・病証,C. 五臓六腑の病理・病証,次の文で示す患者の病証で最もみられる症状はどれか。「42歳の女性。主訴は月経周期の乱れ。子どもの面倒をみながらの在宅勤務でイライラすることが多い。」,1. 太息,2. 呵欠,3. 短気,4. 噴嚏,1,臓腑病証に関する設問である。「月経周期の乱れ、イライラすることが多い」は、肝の**疏泄**の失調によるもので、1：太息（ためいき）、これが正しい。2：呵欠は、労倦などによる虚証が考えられるため、誤り。3：短気は、肺気虚が考えられるため、誤り。4：噴嚏は、風寒邪による外感病が考えられるため、誤り。
919,東洋医学概論,89,第26回,問題97,6 病理・病証,C. 五臓六腑の病理・病証,病証と病因の組合せで正しいのはどれか。,1. 肝胆湿熱 ── 肝血虚が胆火に波及したもの,2. 心火亢盛 ── 心陰が亢進したもの,3. 脾胃湿熱 ── 湿が脾胃に長く影響し化熱したもの,4. 腎陰虚 ── 腎気虚が進行し気の温照作用が低下したもの,3,病証と病理に関する設問である。1の肝胆湿熱は、**湿熱**の邪が肝胆に影響したもので、誤り。2の心火亢盛は、**心陽**が亢進したもので、誤り。3の脾胃湿熱は正しい。4は**腎陽虚**の病機を説明しており、誤り。なお、問題文は「病因」としているが、原因ではなく病証の機序を示しているため、「病理」もしくは「病機」が正しい。
920,東洋医学概論,90,第34回,問題102,6 病理・病証,D. 十二経脈の病証,経脈病証で「手掌のほてりと痛み、咽喉が渇いて飲み物をほしがる、目が黄ばみ、胸肋部が痛む」のはどれか。,1. 手の少陰心経病証,2. 手の太陰肺経病証,3. 手の少陽三焦経病証,4. 手の陽明大腸経病証,1,経脈病証に関する設問である。1：手の少陰心経病証は、経絡走行上の病証として、**手掌**のほてりと痛みなどの症状がある。経絡関連病証として、**咽喉**が渇いて飲み物をほしがる、**胸肋部**が痛むなどの症状がある。したがって1である。
921,東洋医学概論,91,第34回,問題105,6 病理・病証,D. 十二経脈の病証,次の症例の経脈病証はどれか。「25歳の女性。先週から腰痛があり、うつむきや仰向けができない。季肋部の腫れや下腹部膨満感もある。咽喉の乾きや下痢がある。顔色はすすけて青黒い。」,1. 足の少陰経病証,2. 足の厥陰経病証,3. 足の太陽経病証,4. 足の少陽経病証,2,経脈病証に関する設問である。足の厥陰経病証は、経絡走行上の病証として、**腰痛**があり、うつむきや仰向けができない、**季肋部**の腫れ、**下腹部**膨満感などがある。経絡関連病証として、咽喉の乾き、下痢、顔色はすすけて青黒いなどがある。したがって2である。
922,東洋医学概論,92,第33回,問題101,6 病理・病証,D. 十二経脈の病証,次の文で示す経脈病証はどれか。「胸苦しさ、胸の熱感、手掌のほてり、息切れがみられる。」,1. 手の太陰経病証,2. 手の少陽経病証,3. 手の少陰経病証,4. 手の太陽経病証,1,経脈病証に関する設問である。手の太陰経病証は、経絡走行上の病証では、**上肢前外側**の痛み、**手掌のほてり**があり、経絡関連病証では、喘咳、**息切れ**、**胸苦しさ**、胸の**熱感**などがある。したがって1が正しい。
923,東洋医学概論,93,第32回,問題101,6 病理・病証,D. 十二経脈の病証,次の文で示す経脈病証はどれか。「55歳の女性。3週間前に肩の上部から上肢後格が痛み始めた。1週間前から耳の後ろと目尻が痛む。汗をかきやすい。」,1. 手の太陰経,2. 手の少陰経,3. 手の太陽経,4. 手の少陽経,4,経脈病証に関する設問である。耳後〜肩上部〜上肢後面の痛み、目尻から頬の痛み、汗をかきやすいなどは手の少陽三焦経の経絡走行上の病証である。したがって4が正しい。
924,東洋医学概論,94,第31回,問題97,6 病理・病証,D. 十二経脈の病証,経脈病証で、喉に症状があり、外側前腕皮神経の支配領域に痛みがあるのはどれか。,1. 手の少陰経,2. 手の少陽経,3. 手の陽明経,4. 手の太陽経,3,経脈病証に関する設問である。手の陽明大腸経の病証では、**喉の腫れ痛み**、**上肢外側の痛み**、**示指の痛み**などである。外側前腕皮神経の支配領域は、手の陽明大腸経の経絡走行上の痛みである。したがって3が正しい。
925,東洋医学概論,95,第31回,問題102,6 病理・病証,D. 十二経脈の病証,次の文で示す症例の経脈病証はどれか。「65歳の男性。2週間前から腰痛で、前かがみ（うつむいたり）や仰向けができない。最近は下腹部が痛み、季肋部が腫れ、喉が渇き、下痢をする。」,1. 足の太陰経,2. 足の厥陰経,3. 足の陽明経,4. 足の少陽経,2,経脈病証に関する設問である。腰痛で前かがみ（うつむいたり）や仰向けができない、下腹部の痛み、季肋部の腫れ、喉の渇き、下痢などの症状がみられるため、2：足の厥陰経病証が該当し、これが正しい。
926,東洋医学概論,96,第28回,問題97,6 病理・病証,D. 十二経脈の病証,経脈病証で「顔がくすみ、皮膚がかさかさして艶がない。口が苦く、よくため息をつく。痛みで寝返りが打てない。」のはどれか。,1. 手の太陰経病証,2. 手の太陽経病証,3. 足の少陽経病証,4. 足の厥陰経病証,3,経脈病証に関する設問である。胆経では**口苦**、**ため息**、**顔色がくすみ**、**艶がない**などの症状がみられるため、3：足の少陽経病証が該当し、これが正しい。
927,東洋医学概論,97,第29回,問題102,6 病理・病証,D. 十二経脈の病証,次の文で示す経脈の病証はどれか。「48歳の女性。発汗、目尻から頬の痛みがあり、耳鳴りが続き耳が聞こえにくい。」,1. 足の陽明経,2. 手の太陽経,3. 足の少陰経,4. 手の少陽経,4,経脈病証に関する設問である。耳鳴り、難聴は**小腸経**、**三焦経**、**胆経**が関連する。**発汗**、**目尻から頬の痛み**は、三焦経であることから、4：手の少陽経が正しい。
928,東洋医学概論,98,第30回,問題101,6 病理・病証,D. 十二経脈の病証,経脈病証で難聴が起こるのはどれか。,1. 足の少陰経,2. 手の太陽経,3. 足の厥陰経,4. 手の陽明経,2,経脈病証に関する設問である。経脈病証で難聴、のど、あごの腫れや現れるのは2：手の太陽経であり、これが正しい。
929,東洋医学概論,99,第30回,問題100,6 病理・病証,D. 十二経脈の病証,経脈病証で「前頭部が腫れ、口がゆがみ口すぼめができず、うつ傾向にある」のはどれか。,1. 手の太陰経病証,2. 手の少陰経病証,3. 足の陽明経病証,4. 足の少陽経病証,3,経脈病証に関する設問である。「前頭部が腫れ、口がゆがみ口すぼめができず」は、足の陽明経病証の経絡走行上の病証であり、「うつ傾向にある」は足の陽明経の経絡関連病証であるため、3：足の陽明経病証が正しい。
930,東洋医学概論,100,第25回,問題96,6 病理・病証,D. 十二経脈の病証,経脈病証で前胸部、心下部、腋下部の圧迫感、下肢内側の腫れや痛みがみられるのはどれか。,1. 陽明胃経病証,2. 太陰脾経病証,3. 少陽胆経病証,4. 厥陰肝経病証,2,経脈病証に関する設問である。「下肢内側の腫れ痛み」から2の足太陰脾経が想起できる。「前胸部、心下部、腋下部の圧迫感」これも含め、経絡走行上の病証である。1の胃経は前胸部・腹部・鼠径部・下肢前面・足背の痛みなどがある。3の胆経は体幹外側、下肢外側の痛み、足の第4指の麻痺などがあるが、腋窩症状はない。4の肝経は下腹部膨満感、腰痛、季肋部の腫れなどがあるが、下肢痛はない。
931,東洋医学概論,101,第29回,問題104,6 病理・病証,D. 十二経脈の病証,経脈病証で咽喉の症状がみられないのはどれか。,1. 手の陽明経脈,2. 手の太陽経脈,3. 足の陽明経脈,4. 足の太陽経脈,4,経脈病証に関する設問である。経絡走行上の病証で、咽喉の症状がみられないのは、4：足の太陽経脈である。足の太陽経脈の病証は、頭頂部・後頭部痛、体幹後面、下肢後面の痛み、足の小指の麻痺である。1：手の陽明経脈は、喉の腫れ痛み、上肢外側の痛み、示指の痛みである。2：手の太陽経脈は、頸が腫れ、後ろを振り返ることができない、肩、上腕の激しい痛みである。3：足の陽明経脈は、顔面の麻痺、前頭部の腫れ、前胸部・腹部・鼠径部・下肢前面・足背の痛みである。
932,東洋医学概論,102,第26回,問題91,6 病理・病証,D. 十二経脈の病証,次の文で示す経脈病証はどれか。「心煩、心下痛、舌の強ばり、舌痛、鼠径部や膝の腫痛や冷え。」,1. 手の少陰経,2. 足の太陰経,3. 手の陽明経,4. 足の太陽経,2,経脈病証に関する設問である。「鼠径部や膝の腫痛や冷え」という下肢の症状があることから、**足**の経脈を推定できる。2：足の太陰経は**脾脈**であり、足動病に「舌の強ばり」があり、他は所生病にある。これが正しい。基本的に経絡の流注と結びつけると理解しやすい。4の足の太陽経は**膀胱**経であり、頭から腰背部、下肢**後面**の症状が主で、胸腹部や舌の症状はみられない。
933,東洋医学概論,103,第26回,問題98,6 病理・病証,D. 十二経脈の病証,足の太陽膀胱経の病証はどれか。,1. 前胸部・腹部・鼠径部の痛み、顔面の麻痺,2. 前頭部・後頭部・脊柱の痛み、精神異常,3. 側頭部・体幹外側・下肢外側の痛み、顔色のくすみ,4. 腰部・大腿・下腿内側の痛み、顔色の黒ずみ,2,経脈病証に関する設問である。足太陽膀胱経の流注を考えると判断しやすい。1は顔面の麻痺が特徴で、**足陽明胃経**のため、誤り。2は督脈と似ているが、精神異常があることで**足太陽膀胱経**と判断できるため、これが正しい。3は身体の外側の症状が特徴で、**足少陽胆経**のため、誤り。4は**足少陰腎経**のため、誤り。下肢内側は三陰経が浮かび、腰痛で**腎経**と**肝経**に絞られる。意外にも、肝経の経脈病証には下肢内側の症状がない。
934,東洋医学概論,104,第27回,問題93,6 病理・病証,D. 十二経脈の病証,胆経の病でみられるのはどれか。,1. 嘆息,2. 喘息,3. 噴嚏,4. 吃逆,1,経絡病証に関する設問である。胆経では口が苦い、よくため息をつく、顔色がくすむ、かさついて艶がないなどがみられる。1：嘆息はため息のことで、これが正しい。2：喘息は呼吸困難のことで肺経や腎経でみられるため、誤り。3：噴嚏（ふんてい）はくしゃみのことで、胆経の病としてはあまりみられないため、誤り。4：吃逆（きつぎゃく）はしゃっくりすることで、胆経の病としてはあまりみられないため、誤り。
935,東洋医学概論,105,第27回,問題96,6 病理・病証,D. 十二経脈の病証,経脈病証で「顔がすすけて黒く、腰が痛く、陰嚢が腫れて痛み、小便が出ない。」のはどれか。,1. 足の厥陰経脈病証,2. 足の少陰経脈病証,3. 足の少陽経脈病証,4. 足の太陽経脈病証,1,経脈病証に関する設問である。「顔がすすけて黒い」のは肝経だが、腎経も黒くなる。胆経の場合はくすむ。腰痛は腎経、肝経、膀胱経で起こる。「小便が出ない」は尿閉で、肝経でみられる。「陰嚢の腫れ痛み」は疝気の症状で、肝経の病証である。1：足の厥陰経脈病証は肝経であり、これが正しい。2：足の少陰経脈病証は腎経であり、誤り。3：足の少陽経脈病証は胆経であり、誤り。4：足の太陽経脈病証は膀胱経であり、誤り。
936,東洋医学概論,106,第34回,問題103,6 病理・病証,E. 奇経八脈病証,奇経八脈病証で「脊骨のこわばり、頭痛、心臓部痛、足の冷え、遺尿がある」のはどれか。,1. 督脈病証,2. 任脈病証,3. 衝脈病証,4. 帯脈病証,1,奇経八脈病証に関する設問である。「脊骨のこわばり、頭痛、心臓部痛、足の冷え、遺尿がある」のは、1：督脈病証である。その他、痔、下腹部から胸まで突き上げる痛み、むくみ、水腫、不眠などの症状がある。2：任脈病証は、疝気、帯下、月経異常、腹部の皮膚の痛み・痒み、3：衝脈病証は、逆気（悪心、嘔吐、めまい、頭痛）して下痢、4：帯脈病証は、腹がはり、腰は水中に座るように冷え、座りが悪いなどの症状がある。
937,東洋医学概論,107,第30回,問題97,6 病理・病証,E. 奇経八脈病証,陽経の気血を調節するのはどれか。,1. 督脈,2. 任脈,3. 衝脈,4. 帯脈,1,経絡論の概要に関する設問である。1：督脈は手足の三陽経はすべて大椎で交会するため、陽経の気血を調節する作用を持っているので、これが正しい。2：任脈は**陰経**に対する調整作用であり、誤り。3：衝脈は**十二経脈**の気血を調整する作用であり、誤り。4：帯脈は上下に走る各経脈を束ね調整する作用であり、誤り。
938,東洋医学概論,108,第33回,問題104,6 病理・病証,F. 六経病,次の文で示す六経病証はどれか。「悪寒と発熱を交互に繰り返し、目眩がある。脈は弦を認める。」,1. 少陽病,2. 陽明病,3. 太陰病,4. 少陰病,1,六経病証に関する設問である。六経弁証は外感病の進行過程で現れる様々な症候を分析し弁別する方法であり、傷寒（寒邪を感じて起こる外感急性熱病）に用いられる。外感病の発生および進行する過程を太陽・陽明・少陽・太陰・少陰・厥陰の6つの段階に分類し、各段階で出現する症候をもとに病因病機および治療法を導き出す。少陽病は半表半裏証であり、表裏の間で正気と邪気が争い、気機の失調を起こす病証であり、主な症候には、寒熱往来（悪寒と発熱が交互に現れるもの）、胸脇苦満、口苦、目眩、脈弦などがある。したがって1が正しい。
939,東洋医学概論,109,第30回,問題102,6 病理・病証,F. 六経病,次の文で示す患者の病証で最もみられる脈状はどれか。「43歳の男性。主訴は便秘。1週間前に風邪を引き、その後、口渇が強くなり発汗も多くなった。午後3時から5時くらいまで体温が高くなる。」,1. 濡脈,2. 弦脈,3. 洪脈,4. 緩脈,3,六経病証に関する設問である。陽明病は裏実熱証であり、邪正抗争が激しく病勢が盛んな段階である。陽明潮熱は、日晡の時間帯（午後3時〜5時）に体温上昇あるいは熱感が強くなる。主な症候は激しい汗、壮熱、激しい口渇、潮熱、大便秘結、譫語、洪脈などがみられる。1：濡脈は湿証、虚証でみられるため、誤り。2：弦脈は肝胆病、痛証、痰飲でみられるため、誤り。3：洪脈は浮位で触れ、脈幅が大きいもので脈動が勢いよく触れ、去る時に勢いが衰えるもので、熱盛でみられるため、これが正しい。4：緩脈は湿証、脾虚でみられるため、誤り。
940,東洋医学概論,110,第33回,問題102,7 四診法・弁証,A. 四診法（望・聞・問・切診）,舌質の色でみられるのはどれか。,1. 紫,2. 黒,3. 黄,4. 白,1,舌に関する設問である。舌質とは舌体の性質のことであり、舌の神・色・形・態を観察し、気血津液や臓腑の状態を推察する。舌色は、淡紅・淡（淡白）・紅・絳・青・紫（暗）に分けられ、紫（暗）は淡紫（淡暗）、紅紫（暗紅）、青紫に分けられる。紫は主に血瘀に見られる。したがって1が正しい。舌苔は白、黄、灰、黒に分けられる。
941,東洋医学概論,111,第32回,問題96,7 四診法・弁証,A. 四診法（望・聞・問・切診）,顔の望診で色を判断できない場合にも用いる皮膚の部位はどれか。,1. 腹部,2. 前腕前面部,3. 背部,4. 下腿後面部,2,望診に関する設問である。皮膚の色が、五色の一つに偏って現れるときには、その色と関係する臓が病んでいるとみられる。顔、病所、尺膚（前腕前面部）などの皮膚の色が、五色のうちのどれかに偏るかによって病状を判定する。したがって2が正しい。
942,東洋医学概論,112,第32回,問題103,7 四診法・弁証,A. 四診法（望・聞・問・切診）,次の文で示す病証でみられる便秘はどれか。「34歳の女性。半年前に仕事を辞め、新しい仕事を探しつつ、夜中はテレビゲームで遊んでいることが多い。曖気が頻繁に起こり、腹部の膨満感を伴う。」,1. 熱秘,2. 気秘,3. 虚秘,4. 冷秘,2,病証と便秘に関する設問である。2：気秘は気滞による便秘のことで、曖気が頻繁に起こり、腹部や胸脅部の膨満感などを伴う。したがって2が正しい。1：熱秘は実熱による便秘のことで、硬い乾燥便となり、顔面紅潮や口渇、口臭などを伴う。3：虚秘は気虚あるいは血虚・陰虚による便秘のことで、出始めは硬いが後にゆるく、排便時にいきんでもなかなか排便されずに疲れる、息切れ、疲労感を伴い（気虚）、大便が兎糞状で顔色に艶がない、めまいなどを伴う（血虚・陰虚）。4：冷秘は陽虚による便秘のことで、大便はゆるく、腹部や四肢の冷えなどを伴う。
943,東洋医学概論,113,第31回,問題103,7 四診法・弁証,A. 四診法（望・聞・問・切診）,汗と脈状の組合せで正しいのはどれか。,1. 無汗 ── 濡脈,2. 漸汗 ── 結脈,3. 大汗 ── 滑脈,4. 手足心汗 ── 細脈,4,四診の問診（汗）と切診（脈）に関する設問である。1：無汗は風寒の邪の侵襲による表実寒証は収引性により蔠理が閉じる場合が多く、脈は浮・緊となる。2：戦汗は悪寒・戦慄の後に量に出る発汗をいう。3：大汗は汗が大量に出るものであり、実熱によって起こるものが多く、脈は数となる。4：手足心汗は手掌・足底に発汗があるものであり、陰経の鬱熱、陰虚、脾胃湿熱などで起こるため、脈は細となる。したがって4が正しい。
944,東洋医学概論,114,第31回,問題104,7 四診法・弁証,A. 四診法（望・聞・問・切診）,次の文で示す症例の腹診所見はどれか。「44歳の女性。主訴は頭痛。半年前にお転職し、上司との人間関係がうまくゆかず気が滅入る。頭部に刺すような痛みがあり、顔のシミが目立つようになってきた。」,1. 腹裏拘急,2. 心下痞硬,3. 小腹不仁,4. 少腹急結,4,病証と腹診に関する設問である。頭部に刺すような痛みがあり、顔のシミが目立つことから瘀血の症状であり、気滞、気虚、血虚、寒邪などによって体内に生じる病理産物である。臓腑・経絡に影響を及ぼすと頭痛・関節痛・腰痛・下腹痛・月経痛などの疼痛が起こる。少腹急結とは下腹部、左下腹部に抵抗や硬結のあるもので、瘀血の腹証とされる。したがって4が正しい。
945,東洋医学概論,115,第29回,問題93,7 四診法・弁証,A. 四診法（望・聞・問・切診）,陰虚にみられる舌苔はどれか。,1. 厚苔,2. 潤苔,3. 膩苔,4. 少苔,4,舌診に関する設問である。問題6の解説を参照。正解 4。
946,東洋医学概論,116,第27回,問題97,7 四診法・弁証,A. 四診法（望・聞・問・切診）,舌診で気陰両虚の所見はどれか。,1. 舌体が腫れて大きい。,2. 舌苔が剥落している。,3. 舌の色が青紫色である。,4. 舌下静脈の怒張がある。,2,舌診と病証に関する設問である。気陰両虚証は、気虚と陰虚が同時にみられるものである。1：「舌体が腫れて大きい」のは胖大舌で、陰虚や痰湿停滞でみられるため、誤り。2：「舌苔が剥落している」のは剥落苔で、胃気や胃陰の損傷でみられるため、これが正しい。3：「舌の色が青紫色である」は紫舌で、血瘀によくみられるため、誤り。4：「舌下静脈の怒張がある」は血瘀によくみられるため、誤り。
947,東洋医学概論,117,第25回,問題98,7 四診法・弁証,A. 四診法（望・聞・問・切診）,次の文で示す患者の病証でみられる舌象はどれか。「43歳の男性。主訴は頭痛。めまい、目赤、胸脇苦満を伴う。最近、仕事上のストレスを抱えている。」,1. 紫舌,2. 紅舌,3. 青舌,4. 淡白舌,2,四診法の舌診に関する設問である。頭痛という主訴、めまい、目赤（目の充血）、胸脇苦満という随伴症状、ストレスの存在から、肝火上炎証が最も疑われる。本証は実熱証である。1：紫舌は血瘀、熱毒、寒邪でみられ、誤り。2：紅舌は実熱や陰虚による虚熱でみられ、これが正しい。3：青舌は寒邪の凝滞や血瘀にみられ、誤り。4：淡白舌は陽虚、血虚、寒証でみられ、誤り。
948,東洋医学概論,118,第28回,問題96,7 四診法・弁証,A. 四診法（望・聞・問・切診）,次の文で示す患者の病証で最もみられる汗の状態はどれか。「36歳の男性。主訴は咳嗽。水様の鼻汁を伴い、息切れ、倦怠感も訴える。脈は弱。」,1. 自汗,2. 盗汗,3. 大汗,4. 絶汗,1,主訴は咳嗽であり、肺が生理物質を推動する力が減退すると、気の不足により息切れ、倦怠感、無力感が起こり、水分代謝が失調すると、水様の鼻汁を伴う。脈は弱のため、虚証である。また、衛気が不足して蔠理の開閉に影響が及ぶと、1：自汗が起こることから、これが正しい。
949,東洋医学概論,119,第25回,問題97,7 四診法・弁証,A. 四診法（望・聞・問・切診）,脈診で左手関上「浮」に配当される臓腑の募穴はどれか。,1. 日月,2. 関元,3. 章門,4. 石門,1,四診法の脈診と募穴に関する設問である。六部定位脈診において、左手関上の浮位は足少陽胆経や胆が配当されている。1：日月は足少陽胆経の募穴であり、これが正しい。2：関元は手太陽小腸の募穴、3：章門は足太陰脾の募穴、4：石門は手少陽三焦の募穴であり、いずれも誤り。
950,東洋医学概論,120,第26回,問題100,7 四診法・弁証,A. 四診法（望・聞・問・切診）,六部定位に配当される脈診部位と絡穴部位の組合せで正しいのはどれか。,1. 右寸口 ── 尺側手根屈筋腱の橈側縁、手関節掌側横紋の上方1寸,2. 左関上 ── 長母指外転筋腱と短母指伸筋腱の間、手関節掌側横紋の上方1寸5分,3. 右関上 ── 前腕骨骨の外縁、外踝尖の上方8寸,4. 左尺中 ── 長掌筋腱と橈側手根屈筋腱の間、手関節掌側横紋の上方2寸,3,脈診と経穴に関する複合問題である。1：右手寸口は肺経・大腸経もしくは肺（胸中）で、通里は手少陰心経であり、誤り。2：左関上は肝経・胆経もしくは肝・胆（膈）で、列缺は手太陰肺経であり、誤り。3：右関上は脾経・胃経もしくは脾・胃であり、豊隆は足陽明胃経であるため、これが正しい。4：左尺中は腎経・膀胱経もしくは腎（小腸）で、内関は手厥陰心包経であり、誤り。
951,東洋医学概論,121,第26回,問題99,7 四診法・弁証,A. 四診法（望・聞・問・切診）,次の文で示す患者の病証でみられる脈診所見はどれか。「52歳の男性。主訴は腰痛。不眠や手足のほてりを伴う。仕事の疲れがたまると眩暈や盗汗が起こる。」,1. 滑脈,2. 弦脈,3. 細脈,4. 緊脈,3,症例形式による病証と脈診に関する複合問題である。腰痛という主訴から、まず腎を想起したい。不眠や手足のほてり、過労によるめまいや盗汗から陰虚を想起し、腎陰虚という病証が考えられる。1：滑脈は痰湿、食滞を示すため、誤り。2：弦脈は肝胆病、痛証、痰飲を示すため、誤り。3：細脈は血虚、陰虚を示すため、これが正しい。4：緊脈は実証、痛証を示すため、誤り。細脈のみが虚証を示し、他は実証を示すため、判断しやすい。
